year,AAGE_Age:Total_Sex:Total_Education:Total,ER_Age:Middle-aged_Sex:Total_Education:Total,ER_Age:Old_Sex:Total_Education:Total,ER_Age:Total_Sex:Female_Education:Total,ER_Age:Total_Sex:Male_Education:Total,ER_Age:Total_Sex:Total_Education:Primary education,ER_Age:Total_Sex:Total_Education:Secondary education,ER_Age:Total_Sex:Total_Education:Tertiary education,ER_Age:Total_Sex:Total_Education:Total,ER_Age:Young_Sex:Total_Education:Total,FSAN_Age:Total_Sex:Total_Education:Total,FTUELT_Age:Total_Sex:Total_Education:Total,GWG_Age:Total_Sex:Total_Education:Total,HA_Age:Total_Sex:Total_Education:Total,HDI_Age:Total_Sex:Total_Education:Total,H_Age:Total_Sex:Female_Education:Total,H_Age:Total_Sex:Male_Education:Total,H_Age:Total_Sex:Total_Education:Total,LE_Age:Total_Sex:Female_Education:Total,LE_Age:Total_Sex:Male_Education:Total,LE_Age:Total_Sex:Total_Education:Total,LSS_Age:Total_Sex:Total_Education:Total,NEET_Age:Total_Sex:Female_Education:Total,NEET_Age:Total_Sex:Male_Education:Total,NEET_Age:Total_Sex:Total_Education:Total,Not FSAN_Age:Total_Sex:Total_Education:Total,RD_Age:Total_Sex:Total_Education:Total,SS_Age:Total_Sex:Total_Education:Total,TEFTED_Age:Total_Sex:Total_Education:Total,SAD_deaths_Age:Total_Sex:Female_Education:Total,SAD_deaths_Age:Total_Sex:Male_Education:Total,SAD_deaths_Age:Total_Sex:Total_Education:Total,country,Difficulty making ends meet_Age:Total_Sex:Total_Education:Total,HIAH_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Middle-aged_Sex:Total_Education:Total,LHWPW_Age:Old_Sex:Total_Education:Total,LHWPW_Age:Total_Sex:Female_Education:Total,LHWPW_Age:Total_Sex:Male_Education:Total,LHWPW_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Young_Sex:Total_Education:Total,LTUR_Age:Middle-aged_Sex:Total_Education:Total,LTUR_Age:Old_Sex:Total_Education:Total,LTUR_Age:Total_Sex:Female_Education:Total,LTUR_Age:Total_Sex:Male_Education:Total,LTUR_Age:Total_Sex:Total_Education:Total,LTUR_Age:Young_Sex:Total_Education:Total,PH+_Age:Old_Sex:Total_Education:Total,PH+_Age:Total_Sex:Female_Education:Total,PH+_Age:Total_Sex:Male_Education:Total,PH+_Age:Total_Sex:Total_Education:Primary education,PH+_Age:Total_Sex:Total_Education:Secondary education,PH+_Age:Total_Sex:Total_Education:Tertiary education,PH+_Age:Total_Sex:Total_Education:Total,PH+_Age:Young_Sex:Total_Education:Total,PH_Age:Total_Sex:Total_Education:Total,NAB_Age:Total_Sex:Total_Education:Total,HDBRIP_Age:Total_Sex:Total_Education:Total,TAHDIQ_Age:Total_Sex:Total_Education:Total,PH+_Age:Middle-aged_Sex:Total_Education:Total
2005,38404.0,74.76183742,43.07989459,55.70959748,81.91239562,58.790493,75.070641,82.742996,68.91619567,42.10899197,,,,81.45688293,25041.0,0.4,1.3,0.9,83.6,77.0,80.3,,18.044289,13.696521,15.811561,,10.25952818,,,8.841420174,23.91116905,16.23327827,Spain,27.79999924,20.7541,8.915751002,8.793288171,4.493929329,11.63450254,8.611535588,7.595167897,2.062968358,3.143511288,3.327581432,1.471738428,2.242968361,2.636530679,29.2,63.5,70.3,58.5,81.3,83.3,66.8,94.1,12.5,,,,
2006,38221.0,76.13678865,44.10942657,57.6315087,82.62442229,59.995861,76.308411,83.738258,70.24162686,43.27642823,68.74453046,,,80.60027718,25217.0,0.5,1.1,0.8,84.4,77.8,81.1,3.86942469,15.33424,12.767596,14.01998,23.402841,9.325159519,95.45576827,,7.680727482,22.92653847,15.17486572,Spain,30.89999962,28.4993,8.745755262,10.61106644,4.079440541,11.55097618,8.324851156,6.387704732,1.679997614,2.752017363,2.751938421,1.173734483,1.839320266,2.104734226,30.7,64.6,71.0,60.3,81.5,83.1,67.7,93.8,12.3,10.50462869,,,
2007,38635.0,77.10560083,44.53198977,59.40964178,82.51146476,60.633377,76.553085,84.703682,71.08100284,43.00577868,60.47210819,,,79.95369978,25298.0,0.5,1.0,0.7,84.4,77.9,81.1,4.278790393,16.87336,12.396852,14.580942,35.51451449,8.536403956,94.90168624,,7.801661491,22.64144897,15.11329746,Spain,28.0,38.2481,8.271863756,12.29950568,4.049688424,10.80001314,7.838881831,5.466735826,1.523704914,2.794912772,2.449565416,1.122945438,1.687804737,1.818597275,31.0,64.0,71.1,60.2,80.5,82.5,67.5,93.8,11.7,12.5779706,,,
2008,40000.0,75.5588762,45.4717361,59.73373572,79.9825386,59.148918,75.456436,83.897774,69.97374421,39.61745789,64.78237658,,,79.86066476,25481.0,0.5,1.1,0.8,84.6,78.3,81.5,5.109413536,16.923458,14.090135,15.473826,30.14720946,6.787983404,93.66233896,,7.522375584,22.13048553,14.72818565,Spain,31.89999962,43.5725,7.822221136,7.481406421,3.90203315,10.34232603,7.44940594,5.181812737,1.839653073,2.961624845,2.83889021,1.426227859,2.035801402,2.54325949,36.6,68.7,76.3,65.0,84.3,88.4,72.4,94.3,8.0,12.04731087,,,
2009,42518.0,70.96455357,43.97059043,58.16950811,73.52729573,54.053894,71.020126,81.41156,65.9291317,30.80011127,58.33646431,,,79.32218179,25559.0,0.4,1.0,0.7,85.0,78.8,81.9,6.987496708,19.321604,21.657513,20.514471,37.94482432,5.869469444,92.06105747,,7.420351028,22.09866142,14.66945076,Spain,34.0,50.3055,7.118925334,6.231208447,3.650355455,9.633334534,6.865997712,4.765192601,3.827732498,5.211952663,4.943331395,3.747720209,4.273632618,6.852077132,35.8,66.8,74.6,62.7,82.3,86.8,70.6,93.2,8.6,15.32497908,,,
2010,42116.0,69.95890227,43.53795481,57.86905412,71.97441416,53.04237,69.325081,80.073509,64.98564178,27.42868633,72.79537366,,,78.4597248,25138.0,0.5,0.9,0.7,85.5,79.2,82.4,4.9590976,18.707541,22.755579,20.777012,25.13978362,5.3305662,94.10473558,,7.109349251,20.5470314,13.74776936,Spain,33.79999924,56.1468,6.851098276,9.105371788,3.641691645,9.201625851,6.596691375,3.884969934,6.715645477,7.782782388,7.597870447,7.091090933,7.316809032,12.11393446,35.5,68.4,75.4,64.0,83.8,87.6,71.8,94.8,8.1,17.00365551,,,
2011,41363.0,69.06527838,44.49417557,57.91533399,70.73340027,52.349545,67.89875,79.242912,64.37242123,24.18715572,67.91529686,,,77.99208771,24695.0,0.4,1.0,0.7,85.6,79.5,82.6,5.540909207,20.252409,22.244419,21.265608,29.08559727,4.414237725,94.19416331,,7.095756531,20.03418541,13.48860264,Spain,29.0,60.7518,6.567949297,10.56351873,3.529188371,8.762350512,6.28887494,3.244240821,8.306637394,9.069930841,9.337232405,8.629527509,8.948991914,14.95348335,38.7,72.2,78.6,68.1,86.6,89.5,75.3,96.5,7.4,18.64316708,,,
2012,40205.0,66.6887488,43.86685031,56.76303451,67.64260459,49.271648,66.336761,77.462303,62.23120223,20.2507661,78.04715344,,,76.68952791,23047.0,0.4,0.9,0.6,85.5,79.5,82.5,6.25811285,21.227385,22.327875,21.789431,20.1050634,4.064656966,93.11386,,6.904832363,20.49530792,13.6592474,Spain,34.70000076,65.4722,6.103554339,9.898977712,3.3479342,8.309550563,5.916703723,3.366833355,10.31053464,10.97703078,11.41000449,10.76859162,11.06151791,18.89240621,37.6,71.5,77.2,66.2,85.6,89.3,74.3,96.7,8.1,19.30986259,,,
2013,40208.0,65.83744203,43.24043316,56.04800048,66.54383052,48.339825,64.481842,76.3937,61.30985486,18.56369876,74.77839181,,,76.57403908,22836.0,0.4,0.9,0.6,86.1,80.2,83.2,7.073036922,20.812679,23.941622,22.40856,22.87072173,3.595283245,92.04529709,,7.540139198,21.00154305,14.23542118,Spain,38.79999924,68.8264,6.058457417,11.65265383,3.302037236,8.335390779,5.892420466,3.273790726,12.16234621,13.24232311,13.53364199,12.59391833,13.02641012,21.88263589,38.2,68.2,75.2,62.7,82.9,86.3,71.6,94.7,8.4,20.65486386,,,
2014,40085.0,67.40695135,44.32951055,57.11951838,68.19202409,49.384544,65.893608,77.223129,62.66080559,18.52976716,84.77944733,,,76.63154807,22852.0,0.5,0.9,0.7,86.2,80.4,83.3,5.208696975,18.636534,20.915039,19.796844,14.79657587,3.629155439,94.6980624,,7.450931549,20.82573891,14.10979271,Spain,39.09999847,73.0153,5.810639652,8.447447225,2.992370798,8.055845802,5.606601684,3.273656766,12.03936361,14.0891034,13.722327,12.33996855,12.97846904,21.52597803,40.3,69.2,76.2,61.0,83.7,87.2,72.6,95.6,8.3,18.54700006,,,
2015,40684.0,69.39256326,46.91687047,58.58152995,70.70456222,51.587471,67.698692,78.534706,64.64227006,20.02859493,81.6072441,,,77.43251652,23769.0,0.5,0.7,0.6,85.7,80.1,83.0,4.346357507,17.477449,19.30475,18.414122,18.32379287,3.636201975,95.50534834,,7.177846432,19.28269958,13.21167469,Spain,35.20000076,77.8207,5.481162139,6.803034076,2.721930225,7.521778198,5.215120605,3.087164141,10.661149,13.18113342,12.50627203,10.53044459,11.44472695,16.90207809,39.5,69.6,75.3,60.4,82.6,87.1,72.4,95.2,7.5,13.54882112,,,
2016,40455.0,71.49141489,49.08632956,60.49450342,72.73262234,53.882187,69.235588,79.811272,66.60400917,20.52706962,82.87133346,,,77.6830003,24335.0,0.4,0.7,0.6,86.3,80.5,83.5,5.824530258,16.724752,17.694477,17.222164,15.58093724,3.897493845,94.14478327,,6.716241837,19.1295433,12.90522861,Spain,35.59999847,81.1554,4.760943066,4.726322621,2.299974381,6.61461979,4.543380796,2.743254841,8.844800887,11.78587982,10.86377283,8.404658359,9.548469308,12.84878531,40.3,69.8,75.2,60.5,82.2,86.5,72.4,95.1,7.0,17.87092611,,,
2017,39927.0,73.16772268,50.50371687,61.71253953,74.51438118,55.527878,70.187393,80.939743,68.0967627,22.92666372,81.95210887,,,77.76412039,24689.0,0.5,0.9,0.7,86.1,80.6,83.4,9.665767465,15.23863,16.19655,15.728744,17.55658838,3.93319678,90.14409185,,6.72854805,18.68604469,12.70141411,Spain,25.10000038,82.6833,4.193055484,6.172514579,2.181547315,5.741082242,4.029482619,2.001750097,7.014937909,10.08779254,8.872407471,6.697112874,7.709005174,10.22099813,43.2,71.7,76.8,62.0,84.3,87.1,74.2,96.4,6.6,18.75046886,,,
2018,39794.0,74.67245657,52.15967208,63.04890971,76.04136301,57.405262,70.932465,81.628616,69.52199872,24.25918871,84.05097048,,,77.93156224,24955.0,0.4,0.8,0.6,86.3,80.7,83.5,8.913385623,14.248658,16.345833,15.319123,15.49354535,3.870681765,90.47173403,,6.354872227,17.95277786,12.13969326,Spain,27.10000038,86.1152,3.881469172,3.803700681,2.068118761,5.347372782,3.771602452,2.063129559,5.802030323,8.542130215,7.485710303,5.466076844,6.405498611,8.182809918,42.2,70.7,76.6,60.7,82.9,87.2,73.6,95.7,7.4,25.10197709,,,
2019,39877.0,75.75247317,53.83311245,64.41852566,76.85121981,58.541592,71.923203,81.930359,70.60882968,24.86497692,77.51176264,,,78.68044591,25674.0,0.4,0.8,0.6,86.7,81.1,84.0,5.074113203,14.381794,15.047226,14.723445,21.45775125,3.739049698,94.4445883,,6.308287144,18.66080856,12.4779377,Spain,22.0,91.1694,3.30625852,2.833228252,1.637395213,4.554655901,3.153327984,1.833588801,4.874037638,7.326728478,6.497885688,4.377773074,5.368799848,5.9972846,44.5,72.7,77.7,62.4,83.9,88.7,75.2,96.4,7.2,18.63290505,,,
2020,38426.0,73.09961737,54.67191295,62.6340053,74.75042119,56.477238,68.895836,79.928398,68.66269602,20.65534197,80.39695806,,,79.37580927,25248.0,0.4,0.8,0.6,85.2,79.6,82.4,6.506531338,14.010032,15.617928,14.834249,18.88377456,2.894410184,93.49346866,,6.982665062,19.95580101,13.4539938,Spain,22.79999924,95.2835,2.612624473,4.723277324,1.401146304,3.519341508,2.50245704,1.285042093,4.50317756,6.606826925,6.088426788,4.081679349,5.020350794,6.608873578,45.8,70.3,75.8,60.5,78.7,85.6,73.0,95.6,6.6,14.32636589,,,
2021,39202.0,75.37474657,55.77229744,64.83699059,76.28369595,58.149979,70.651619,81.434196,70.52934231,22.99363504,80.89765257,,,79.19766108,25591.0,,,,86.2,80.3,83.3,7.351397758,13.536713,16.311117,14.962555,18.74211135,3.23426626,92.55450304,,,,,Spain,21.60000038,95.9109,2.816585931,3.059153483,1.780607165,3.758555214,2.79943051,1.489279914,5.497160533,8.131109657,7.486781121,5.082004485,6.218172979,8.913337477,,,,,,,,,,13.00595144,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,3.70839704,,,,,,Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,38038.0,82.94674852,69.52958252,77.51318251,81.73251777,66.981491,80.710876,85.397186,79.65291751,44.00539307,,,10.76233184,77.36672233,25090.0,,,,82.8,78.4,80.7,,7.8745098,10.156765,9.0472298,,5.347790193,,2.012195122,,,,Sweden,10.30000019,,1.469169697,,0.604198135,2.238726224,1.411051035,0.855130785,1.084496707,1.924565939,1.018782459,1.462108898,1.250268294,1.1385257,51.9,68.5,74.9,60.1,72.3,82.9,71.7,86.4,7.4,,,,
2005,38997.0,83.897196,69.58012713,77.50847458,83.05657423,66.059357,81.300262,87.30426,80.32129353,43.29603255,,,11.30434783,77.34942238,25604.0,,,,82.9,78.5,80.7,,8.1906996,9.3414574,8.7843761,,4.882708465,,2.029761905,,,,Sweden,8.5,40.1798,1.277497077,,0.442539857,2.027285144,1.231489876,1.053098873,,,,,,,55.3,72.8,78.5,65.9,77.7,83.0,75.6,88.7,6.0,,,,
2006,40082.0,84.68488505,69.7886687,77.84567407,83.91181412,66.803146,81.922272,87.245148,80.92121665,44.77479257,72.95240919,,11.01694915,77.78286249,26539.0,,,,83.1,78.8,81.0,4.828542327,9.3236818,10.519499,9.9365053,23.38222031,4.918348779,94.66722471,2.034883721,,,,Sweden,8.300000191,51.0102,1.13665343,,0.440348182,1.898701699,1.168721327,1.225716929,,,,,,,58.8,73.4,78.5,66.8,78.2,84.9,75.9,90.1,5.9,6.751052629,,,
2007,41423.0,86.05186521,70.12519434,78.92502942,85.02859477,66.477089,83.116371,88.542068,82.02005137,42.07149716,68.54366168,,11.83673469,78.19332216,27494.0,,,,83.1,79.0,81.1,8.271744652,8.6308126,10.944476,9.8175659,26.78359419,5.168294936,90.86156739,2.056818182,,,,Sweden,7.599999905,66.6176,1.041972697,,0.476237577,1.730349586,1.104938895,1.005867858,0.723756244,1.095154082,0.735971782,0.849249198,0.795323042,0.666198944,60.4,75.2,80.2,70.8,79.0,86.6,77.6,91.5,5.2,9.279676688,,,
2008,42217.0,86.46886568,70.26052761,79.2361868,85.43788187,66.195984,83.259071,89.129097,82.38162135,42.03477483,64.71209313,,10.58823529,78.49249279,28000.0,,,,83.3,79.2,81.3,7.613847826,8.1674223,8.5842447,8.3813448,30.36482001,4.323240291,91.38571565,2.053763441,,,,Sweden,9.899999619,70.6515,1.052928897,,0.422976055,1.786740648,1.110176464,0.946343503,0.673362954,1.089310796,0.720719526,0.800133801,0.762329269,0.665228794,58.1,73.8,79.9,65.7,78.4,85.9,76.9,90.9,5.8,7.477699906,,,
2009,42368.0,84.44540883,70.08733624,78.1083082,83.54668705,64.117371,81.247665,88.029755,80.8658305,38.14966958,69.15612099,,9.541984733,78.33521276,28235.0,,,,83.5,79.4,81.5,9.558802489,10.061248,11.433007,10.764587,26.56513392,3.867616458,88.51336876,2.03626943,,,,Sweden,8.800000191,79.4893,1.147175627,,0.503559483,1.966101498,1.235836964,1.044877473,0.968163819,1.439578364,0.998559292,1.154995127,1.08062502,1.064204065,59.2,75.0,81.7,66.4,79.2,87.8,78.4,91.6,5.7,6.875782851,,,
2010,42885.0,84.02161749,70.58380099,77.42608986,83.92074062,63.234947,81.079483,87.688011,80.71887352,38.64001285,78.92532124,,9.36329588,78.20809954,28731.0,,,,83.6,79.6,81.6,2.951534475,8.3957539,10.894137,9.675868,18.35447395,2.847757798,96.23511775,2.040816327,,,,Sweden,8.300000191,82.5623,1.26973715,,0.532904329,2.014125933,1.28162417,1.021639797,1.404464422,1.767966802,1.324756227,1.679181121,1.511018102,1.579681769,60.8,76.1,80.7,66.1,79.8,87.2,78.4,90.8,5.4,8.358110327,,,
2011,43524.0,85.09028795,72.210437,78.95285339,84.90558392,65.151428,83.549904,88.672157,81.97135636,40.80861667,77.80223417,,9.157509158,78.74240018,29311.0,,,,83.8,79.9,81.9,7.837126142,8.5199614,8.5573788,8.5391445,18.52222784,3.388005187,90.76944194,2.035,,,,Sweden,9.5,85.5203,1.191640573,,0.578656912,1.809051974,1.198617723,0.975332223,1.31942901,1.870525876,1.240178037,1.632825442,1.44676987,1.33432193,61.3,76.6,80.4,67.4,78.6,87.6,78.5,91.9,5.4,8.531264594,,,
2012,44447.0,85.21193177,73.0785745,79.43342069,85.11550755,63.973232,82.57766,88.743256,82.31397161,40.04372824,80.66140197,,9.285714286,79.46719196,29982.0,,,,83.6,79.9,81.8,6.979081704,8.3637409,9.6795616,9.0386944,15.49964481,3.005423999,91.87123629,2.058823529,,,,Sweden,8.399999619,87.0012,1.136212764,,0.543901665,1.74324869,1.144240608,0.892390646,1.306739219,1.728526722,1.20317462,1.628686147,1.426720892,1.444267746,64.7,77.5,81.7,70.5,79.5,87.4,79.6,90.7,4.9,7.615041624,,,
2013,44939.0,85.36546226,73.73623345,79.77718932,85.3982815,62.456749,82.797676,89.16275,82.62636501,41.54375438,77.77305842,,9.375,79.62232281,30221.0,,,,83.8,80.2,82.0,8.357580707,8.3403111,9.4042892,8.8863525,18.27320485,2.720834149,90.72227594,2.081730769,,,,Sweden,7.699999809,,1.148113577,,0.501456617,1.756468096,1.130844692,0.836393317,1.335130906,1.565938926,1.199855942,1.578063251,1.397486821,1.335724601,66.5,77.2,82.4,69.1,80.1,87.1,79.8,89.4,4.6,8.547830958,,,
2014,45439.0,85.35754759,74.20059396,80.18840728,85.27577858,65.859032,84.670082,88.982208,82.76875618,42.61259843,75.67171574,,9.152542373,79.73172644,30484.0,,,,84.2,80.4,82.3,6.655468724,7.816278,9.3067265,8.5825863,20.40792539,2.799417389,92.26622409,2.099056604,,,,Sweden,7.900000095,86.5255,1.088482195,,0.493035341,1.705376541,1.102493494,0.994111955,1.325894925,1.628298543,1.209747867,1.507568453,1.365456844,1.050118967,66.3,76.0,81.2,67.2,80.1,86.5,78.6,89.0,4.6,10.39926966,,,
2015,46132.0,85.62205502,74.64479955,80.70290006,85.44368779,65.871948,85.056427,89.265251,83.10950529,43.72202915,76.82317352,,8.333333333,79.79970638,30990.0,,,,84.1,80.4,82.2,7.008194337,7.8387265,8.4323616,8.1446066,20.6702258,2.657131088,92.34241174,2.087962963,,,,Sweden,7.099999905,82.9505,1.138452704,,0.525047494,1.702151175,1.11574885,1.042750784,1.259617491,1.813069213,1.14606191,1.500286012,1.331655272,0.891157625,63.1,74.5,80.8,67.5,78.1,85.3,77.7,87.4,4.5,8.445655746,,,
2016,46849.0,85.93790071,75.56509254,81.40922286,85.70202725,65.907257,85.286247,89.555557,83.59102402,44.34924102,75.28376271,,8.169934641,80.04349469,31788.0,,,,84.1,80.6,82.4,8.766752963,,8.4309521,7.6438007,21.15218533,2.740833764,90.92414952,2.109090909,,,,Sweden,7.599999905,88.6294,1.1138974,,0.532423212,1.692323692,1.114093013,1.29131713,1.120082324,1.682158349,1.036568856,1.340329542,1.195293349,0.74598338,60.6,72.4,77.6,63.5,76.0,82.9,75.0,86.7,5.6,9.23421404,,,
2017,47101.0,86.32145396,76.55964458,81.94312023,86.24616459,66.827072,86.019341,89.491867,84.13258872,44.75566704,74.66776716,,7.348242812,80.03973138,31776.0,,,,84.1,80.8,82.5,8.555717909,6.8772469,7.8067408,7.3603187,22.16870966,2.521222036,90.94877143,2.115044248,,,,Sweden,7.0,93.0705,1.10898662,,0.591953006,1.535000663,1.065597382,0.918346983,1.050369294,1.66906912,0.936150393,1.334201683,1.145531652,0.797339304,60.9,74.7,78.3,67.2,76.7,83.5,76.5,86.9,5.7,8.691699872,,,
2018,47339.0,86.56479449,78.14980944,82.30793405,86.98038838,67.272621,86.612442,89.826408,84.68593423,44.49259038,77.09798775,,7.142857143,79.84607138,31852.0,,,,84.3,80.9,82.6,6.90874801,8.6315222,8.3653784,8.4927673,20.16507991,3.20150447,92.75516833,2.139130435,,,,Sweden,8.0,91.3616,0.964308081,,0.494399721,1.450660189,0.974280737,1.069842551,0.918454505,1.170364703,0.747109226,1.094912009,0.930340171,0.491761004,61.5,73.6,78.4,68.7,75.0,83.2,76.1,86.0,5.7,7.995367721,,,
2019,47835.0,86.36654145,77.87212334,81.88594406,86.94219821,67.004105,85.586319,90.267899,84.45998805,43.78031782,76.68466792,,7.575757576,79.85267671,32049.0,,,,84.8,81.5,83.2,6.618097701,5.615221,6.7830873,6.2261124,20.44150298,2.160273739,93.11970268,2.127659574,,,,Sweden,7.599999905,94.8412,0.824851366,,0.567041788,1.166846063,0.868886911,1.085398324,0.774951385,1.273260984,0.734031224,0.935182223,0.839718538,0.399583685,62.6,73.1,78.8,67.9,75.9,82.2,76.0,85.4,5.1,8.998332363,,,
2020,48430.0,84.96621622,77.75652752,80.60437866,85.94875603,63.205822,85.081825,89.290382,83.32639861,39.42099333,79.25027477,,7.418397626,79.777351,31499.0,,,,84.2,80.6,82.4,6.439824918,6.0865602,7.4161611,6.7837892,19.71212417,1.975291619,93.53006638,2.142259414,,,,Sweden,7.400000095,90.9997,0.819078228,,0.503049462,1.327318481,0.920535191,1.088682241,0.983598888,1.349253959,0.987505685,1.012149054,1.000473553,0.438918785,63.2,73.3,79.7,66.6,76.2,83.8,76.5,86.7,5.2,11.32964228,,,
2021,48951.0,84.72652173,76.96412532,79.99537746,85.77744797,61.927555,84.049675,89.115112,82.9384064,40.56998453,81.03104551,,,79.53219987,32261.0,,,,85.0,81.4,83.2,6.818043288,12.331687,13.859314,13.127841,18.58504842,1.936547714,93.18195671,,,,,Sweden,7.400000095,90.9632,6.317870916,,4.064141556,7.107364668,5.614574382,2.535211284,1.581658949,2.620689024,1.53622234,1.924732542,1.741315454,0.78249406,,,,,,,,,,9.695727253,,,
2022,,,,,,,,,,,82.36303636,,,,,,,,,,,5.055813289,,,,17.38292878,2.173925535,94.74005803,,,,,Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,61842.0,84.72274879,65.22747386,72.21790976,89.0815943,65.375191,79.913475,89.670784,80.64431812,61.88756507,,,,78.54882534,33081.0,0.9,0.9,0.9,83.8,78.6,81.3,,,,,,6.925444736,,,12.56408405,25.75629425,18.96735001,Switzerland,,,0.459525125,,0.336793884,0.438795278,0.391083474,0.194257404,,,1.725910495,1.271228521,1.478279802,,,,,,,,,,,,,,
2005,62811.0,85.0655902,65.13871807,72.82279612,88.85348088,65.251854,79.980438,90.017555,80.8334067,59.9032008,,,,78.65263733,33752.0,0.9,0.9,0.9,84.0,78.7,81.5,,,,,,5.515770383,,,11.67446899,27.19094467,19.2226162,Switzerland,,,0.521134285,,0.331398013,0.606281757,0.477760214,0.400537925,,,2.104910125,1.471905089,1.761510228,,,,,,,,,,,,,,
2006,62993.0,85.22663666,65.69485347,73.02241088,89.02145707,64.473915,80.237289,90.179916,81.0188522,63.33262742,,,,78.93494074,34646.0,0.7,0.4,0.6,84.2,79.2,81.8,,,,,,4.96036534,,,13.32594585,27.96065331,20.46841621,Switzerland,,,0.510836793,,0.400674498,0.586826468,0.499966782,0.719791648,,,2.033264415,1.214072989,1.588938377,,,,,,,,,,,,,,
2007,63743.0,86.07310171,67.1512343,74.04084343,89.91064628,65.966141,81.0914,89.997292,81.97608363,62.60005652,,,,79.33165424,35653.0,0.6,0.6,0.6,84.4,79.5,82.0,,,,,,5.114041119,,,13.5081358,29.1077137,21.13647652,Switzerland,,,0.491840297,,0.306301656,0.483003266,0.401032077,0.162948144,,,1.96861269,1.129687919,1.5133096,,,,,,,,,,,,,,
2008,64063.0,87.19514513,68.41511872,76.09671254,90.1487457,67.624359,82.030411,90.469116,83.13316971,62.42049426,,,,78.90710023,35717.0,0.5,0.6,0.6,84.6,79.8,82.3,,,,,,4.701393061,,,13.69727707,27.32995033,20.3945446,Switzerland,,,0.503391737,,0.394302792,0.571568982,0.487690117,0.680883458,,,1.609102947,0.788984275,1.1703336,,,,,,,,,,,,,,
2009,65371.0,86.68524956,68.25925266,75.90667875,89.48108577,67.486542,81.652885,89.604568,82.71985911,61.58645112,,,,79.1291991,35933.0,0.7,0.7,0.7,84.6,79.9,82.3,,,,,,4.531375294,,,9.081361771,26.44474411,17.64743805,Switzerland,,,0.660906993,,0.386939686,0.706918693,0.555686319,0.532505345,,,1.553285241,1.020302273,1.26751834,,,,,,,,,,,,,,
2010,65019.0,84.32309774,66.21324684,73.34722721,87.44352524,66.138481,79.785439,87.327576,80.42980229,62.5142238,,,,78.85048379,36272.0,0.5,0.5,0.5,84.9,80.3,82.7,,,,,,4.199950525,,,8.736250877,21.34840202,14.97246647,Switzerland,,,0.553614174,,0.285275612,0.568945636,0.435706466,0.136268428,,,2.032796874,1.502050932,1.745569509,,,,,,,,,,,,,,
2011,65447.0,85.39954802,67.42734281,74.62489375,88.35961084,66.620018,81.529343,87.892036,81.52508858,63.25887396,,,,78.80105183,36364.0,0.6,0.5,0.5,85.0,80.5,82.8,,,,,,4.066004467,,,8.349499702,22.21619034,15.22059059,Switzerland,,,0.568752806,,0.290772255,0.58463,0.447354462,0.140652336,,,1.978632769,1.646646854,1.799771915,,,,,,,,,,,,,,
2012,66425.0,85.73961652,68.22906132,75.49821881,88.35333604,66.815224,81.271576,88.552856,81.95993284,61.95431833,,,,78.84017987,36909.0,0.4,0.6,0.5,84.9,80.6,82.8,,,,,,4.261651846,,,8.209480286,21.32509041,14.7278204,Switzerland,,,0.587455009,,0.34634329,0.560851549,0.460301891,0.118148334,,,1.825444253,1.566367017,1.686172133,,,,,,,,,,,,,,
2013,67236.0,85.21688234,69.2716873,75.65902634,87.78725451,67.016556,80.660667,88.081001,81.76069646,62.06332365,,,,79.03054378,37480.0,0.6,0.4,0.5,85.0,80.7,82.9,,,,,,3.346162362,,,8.296185493,21.81395531,15.03827953,Switzerland,,,0.590075087,,0.364106758,0.52947705,0.451148406,0.18012038,,,1.852802151,1.469983669,1.646124679,,,,,,,,,,,,,,
2014,67348.0,85.78187228,69.24024171,76.57245605,87.69551007,67.452423,81.094078,88.040604,82.17234384,62.06492155,,,,79.11189877,37655.0,0.5,0.3,0.4,85.4,81.1,83.3,,,,,,2.985393318,,,8.227053642,20.79029465,14.52097988,Switzerland,,,0.630307727,,0.390375955,0.579118582,0.489315266,0.202178572,,,2.058053898,1.80497154,1.92220726,,,,,,,,,,,,,,
2015,67731.0,86.26404595,70.27606941,77.11746295,88.28062798,67.571083,81.920921,88.198875,82.74147214,61.56508958,,,,78.92852626,37855.0,0.5,0.6,0.6,85.1,80.8,83.0,,,,,,3.071258291,,,8.112287521,21.12465477,14.64097118,Switzerland,,,0.645791708,,0.466168985,0.551087494,0.510647649,0.219750953,,,2.033799065,1.869111139,1.94589438,,,,,,,,,,,,,,
2016,67225.0,86.2990092,71.50965269,77.80870866,88.10673116,67.597321,81.85627,88.492294,82.99653691,62.48754564,,,,78.81412933,38013.0,0.4,0.3,0.4,85.6,81.7,83.7,,,,,,2.593932168,,,7.59885025,20.29859352,13.99282455,Switzerland,,,0.577556962,,0.352097342,0.542760738,0.451806186,0.195081547,,,2.085462108,1.934553166,2.005297623,,,,,,,,,,,,,,
