year,AAGE_Age:Total_Sex:Total_Education:Total,ER_Age:Middle-aged_Sex:Total_Education:Total,ER_Age:Old_Sex:Total_Education:Total,ER_Age:Total_Sex:Female_Education:Total,ER_Age:Total_Sex:Male_Education:Total,ER_Age:Total_Sex:Total_Education:Primary education,ER_Age:Total_Sex:Total_Education:Secondary education,ER_Age:Total_Sex:Total_Education:Tertiary education,ER_Age:Total_Sex:Total_Education:Total,ER_Age:Young_Sex:Total_Education:Total,FSAN_Age:Total_Sex:Total_Education:Total,FTUELT_Age:Total_Sex:Total_Education:Total,GWG_Age:Total_Sex:Total_Education:Total,HA_Age:Total_Sex:Total_Education:Total,HDI_Age:Total_Sex:Total_Education:Total,H_Age:Total_Sex:Female_Education:Total,H_Age:Total_Sex:Male_Education:Total,H_Age:Total_Sex:Total_Education:Total,LE_Age:Total_Sex:Female_Education:Total,LE_Age:Total_Sex:Male_Education:Total,LE_Age:Total_Sex:Total_Education:Total,LSS_Age:Total_Sex:Total_Education:Total,NEET_Age:Total_Sex:Female_Education:Total,NEET_Age:Total_Sex:Male_Education:Total,NEET_Age:Total_Sex:Total_Education:Total,Not FSAN_Age:Total_Sex:Total_Education:Total,RD_Age:Total_Sex:Total_Education:Total,SS_Age:Total_Sex:Total_Education:Total,TEFTED_Age:Total_Sex:Total_Education:Total,SAD_deaths_Age:Total_Sex:Female_Education:Total,SAD_deaths_Age:Total_Sex:Male_Education:Total,SAD_deaths_Age:Total_Sex:Total_Education:Total,country,Difficulty making ends meet_Age:Total_Sex:Total_Education:Total,HIAH_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Middle-aged_Sex:Total_Education:Total,LHWPW_Age:Old_Sex:Total_Education:Total,LHWPW_Age:Total_Sex:Female_Education:Total,LHWPW_Age:Total_Sex:Male_Education:Total,LHWPW_Age:Total_Sex:Total_Education:Total,LHWPW_Age:Young_Sex:Total_Education:Total,LTUR_Age:Middle-aged_Sex:Total_Education:Total,LTUR_Age:Old_Sex:Total_Education:Total,LTUR_Age:Total_Sex:Female_Education:Total,LTUR_Age:Total_Sex:Male_Education:Total,LTUR_Age:Total_Sex:Total_Education:Total,LTUR_Age:Young_Sex:Total_Education:Total,PH+_Age:Old_Sex:Total_Education:Total,PH+_Age:Total_Sex:Female_Education:Total,PH+_Age:Total_Sex:Male_Education:Total,PH+_Age:Total_Sex:Total_Education:Primary education,PH+_Age:Total_Sex:Total_Education:Secondary education,PH+_Age:Total_Sex:Total_Education:Tertiary education,PH+_Age:Total_Sex:Total_Education:Total,PH+_Age:Young_Sex:Total_Education:Total,PH_Age:Total_Sex:Total_Education:Total,NAB_Age:Total_Sex:Total_Education:Total,HDBRIP_Age:Total_Sex:Total_Education:Total,TAHDIQ_Age:Total_Sex:Total_Education:Total,PH+_Age:Middle-aged_Sex:Total_Education:Total
2004,48814.0,77.45090341,51.70550549,63.37193518,81.5140602,60.640072,78.756203,83.272232,72.39700367,62.16285421,,15.45430099,14.35294118,80.72320305,28476.0,0.6,1.0,0.8,83.0,78.1,80.5,,11.176826,8.7062817,9.9261808,,7.941715136,,3.118503119,6.812295914,22.49854088,14.57043362,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005,49358.0,78.76548289,53.47610068,65.15931145,82.29270641,62.907692,79.842407,84.412949,73.6793931,63.28801598,,15.81559713,15.77777778,80.74994636,28730.0,,,,83.3,78.5,80.8,,11.14771,8.0071211,9.5541849,,8.063699159,,3.12,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006,49689.0,79.18045511,55.4217831,66.0923506,82.61643752,63.472088,80.391235,84.353523,74.30882818,63.69874983,64.75477277,15.15518321,16.66666667,80.82378305,29777.0,0.8,1.7,1.2,83.5,78.7,81.0,3.206837262,10.429163,8.2417278,9.3154173,33.55220703,7.833370805,96.67024967,3.259047619,7.124164104,21.01210976,13.99814796,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,51049.0,79.92921915,56.51032428,66.77772698,83.43042582,63.865177,80.511581,84.823486,75.05702116,64.13283301,60.85594023,15.97264944,15.4,80.87211199,30911.0,0.7,1.3,1.0,83.7,79.0,81.3,3.44262798,10.129006,7.2205434,8.6517601,35.58337398,7.696509952,95.70046871,3.310909091,7.238930225,21.1998806,14.16952038,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,51376.0,80.31219117,57.3186372,67.53812872,83.49706797,61.529007,80.865669,83.105896,75.47519212,64.5094194,63.21152585,17.51070953,11.93737769,81.15954955,32475.0,0.9,1.5,1.2,83.7,79.2,81.4,5.309727605,9.9117203,7.2462769,8.5522385,33.56848101,6.762607852,94.18894283,3.338541667,7.104997635,22.67929077,14.84208775,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,50884.0,79.15014496,59.0176733,67.72062148,82.13818301,66.119377,80.237244,84.255821,74.89310859,61.17992084,,14.51990941,16.36363636,80.59297635,32205.0,0.7,1.7,1.2,83.9,79.3,81.5,,11.14784,8.892787,9.9969006,,6.869001639,,3.333333333,7.210476398,22.29786873,14.72466373,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,52645.0,79.46406555,60.60851816,67.77002216,83.20403873,65.07019,80.467789,84.019539,75.44437316,60.52010991,63.56451169,15.98026562,14.04293381,80.80238559,33505.0,0.8,1.4,1.1,84.0,79.5,81.7,4.543359042,10.282081,9.1204996,9.6901541,35.50665901,6.12752051,95.35370896,3.311582382,7.276697159,22.54539299,14.88162231,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,54342.0,79.80200343,61.15786556,68.26218912,83.42863031,65.794937,80.742584,84.305344,75.79849354,60.38579676,63.8944604,16.85495515,15.96638656,80.51658434,34050.0,0.8,1.4,1.1,84.2,79.7,81.9,3.295676739,10.872974,8.9021702,9.868906,32.93458426,5.716197977,96.66177958,3.378670788,7.467357635,22.55825806,14.98953152,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,54694.0,79.45182804,61.43040284,68.33193935,82.94527943,66.24485,80.493423,84.437431,75.58943291,59.59944397,65.39090478,17.58875958,13.75,80.01406026,33617.0,0.8,1.7,1.2,84.3,79.9,82.0,5.504896979,10.498947,9.2378902,9.8566074,30.76546592,5.714043152,93.85969281,3.484848485,7.859875679,22.57773972,15.20790863,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,54493.0,79.14499451,61.39877106,68.3091152,82.47383443,60.332756,77.702675,83.484528,75.33553026,58.65552331,66.66722119,15.88054787,18.0,80.08907415,34011.0,0.7,1.4,1.1,84.3,80.1,82.1,7.171981333,11.698781,10.045006,10.852316,31.06940453,5.123631055,92.72354479,3.325714286,8.746431351,23.17880249,15.94467163,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,54959.0,78.79972025,61.42219318,68.08083465,82.15813732,59.668468,77.342133,82.947945,75.04968694,57.70285795,62.34432775,14.75299839,15.77335375,80.17602907,34468.0,0.9,1.5,1.2,84.4,80.3,82.3,7.586676624,11.083911,9.7305679,10.389955,34.40805964,4.902945115,91.9743773,3.412413793,8.846117973,25.90723801,17.33662033,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,54594.0,79.31045057,62.11847099,68.78566889,82.53534531,58.48666,77.96656,83.097328,75.58007864,58.4461395,62.64287463,15.43609052,13.30769231,80.02366213,34472.0,0.8,1.6,1.2,84.5,80.4,82.4,4.809787192,10.174967,9.3578215,9.7582693,35.0429552,5.059624845,95.10592674,3.27613941,9.362943649,27.00177383,18.13013458,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,54709.0,79.68691507,62.46647447,69.46022647,82.56931532,58.07053,78.176628,83.515259,75.92709088,58.34361474,65.95322552,15.63266204,13.72843211,79.95853364,34746.0,0.7,1.5,1.1,84.6,80.4,82.4,5.728324907,9.1799345,8.6876736,8.9274702,30.82422074,5.35325112,93.60833457,3.331510667,11.48482037,30.57998466,20.96259117,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,54446.0,80.22781557,63.58961767,70.39971396,82.93089831,58.893112,78.158249,83.951401,76.57617357,58.47175477,61.84963947,15.06164436,13.00094822,79.94920994,34994.0,0.5,1.2,0.9,84.6,80.5,82.5,5.003078931,8.929635,8.4091482,8.6633263,35.44935048,4.97271674,94.97418574,3.304177546,12.49685574,32.83741379,22.56148911,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,54586.0,80.97022917,63.81450445,71.34904348,83.20421975,60.128365,77.335503,84.066086,77.19069533,59.85860864,64.91901245,15.43242583,13.44856744,80.23410624,35452.0,0.6,1.4,1.0,84.9,80.7,82.7,5.93971298,9.115056,8.5798817,8.8408089,33.29326894,4.546065725,93.28254345,3.355,12.01218796,32.65228271,22.22000122,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,55170.0,81.5512616,64.47663766,72.16832309,83.55700109,61.919876,79.007721,84.568695,77.77644127,60.11934068,64.31097069,15.45769241,15.31165312,80.77942855,36485.0,0.5,1.4,1.0,85.0,80.9,82.9,5.707441402,8.1991501,9.0886955,8.6564646,31.45244393,4.684253493,94.02827327,3.44529375,12.27882195,32.29298782,22.19591713,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56455.0,80.11653546,63.63179973,71.07219156,82.0111742,56.469299,74.49202,81.466423,76.45568355,56.81296376,66.95441587,,,81.3483087,37911.0,0.6,1.3,0.9,85.3,81.2,83.2,6.334414814,10.945437,12.723881,11.860934,31.45026371,4.275921429,93.44684752,3.575751584,11.61157608,31.32987404,21.40941048,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,56600.0,81.88202518,65.37793716,73.20021633,83.38332565,59.654552,79.102539,85.512535,78.21363354,60.84594461,67.29381299,,,81.77663501,38722.0,,,,,,,7.995793234,7.2702198,9.6041012,8.4608145,31.29145703,4.344427623,91.64680452,3.562945368,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,69.44611594,,,,,,,,,,,5.810826003,,,,29.40303145,4.568257379,93.81475996,,,,,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,52715.0,81.41159325,27.12573257,62.39995501,77.40003211,53.086536,72.127136,81.182159,69.86508302,50.76728623,,15.15308815,22.43079216,80.40155953,31291.0,0.8,0.7,0.8,82.1,76.4,79.3,,10.556411,11.409803,10.977864,,10.7828324,,3.230363278,15.0925293,43.28667831,28.29798508,Austria,10.69999981,,12.17122722,15.31799659,4.940713937,16.70324815,11.2381777,4.808474069,1.42349271,2.276020431,1.594498414,1.494323728,1.539746694,1.814353776,34.0,69.3,73.1,56.4,76.6,84.6,71.2,94.0,8.6,,,,
2005,52999.0,81.5694437,29.91615789,63.81411984,77.85169986,53.223949,72.82415,82.9729,70.80593352,51.62143226,,15.27596164,22.03208575,80.11735851,32271.0,0.7,0.9,0.8,82.2,76.6,79.5,,9.0778923,11.230617,10.149777,,9.364301697,,3.257089585,14.18161488,42.85785675,27.80409813,Austria,9.600000381,23.1404,12.04981342,15.68416644,4.51174371,16.79715734,11.04591941,5.179974239,1.363980936,2.254872069,1.47648294,1.423311957,1.447544112,1.461086336,37.2,69.8,73.7,54.9,76.3,83.2,71.7,95.1,8.3,,,,
2006,53791.0,82.17348565,32.96480838,65.15982031,79.0747711,53.873268,73.169075,84.034286,72.08969545,52.25464813,,15.78991506,21.85513043,80.2187061,33010.0,0.8,0.9,0.8,82.8,77.1,80.1,,9.7329187,10.00968,9.870388,,8.843877456,,3.30406532,13.14208984,41.54878998,26.69441605,Austria,7.800000191,33.117,11.6021677,10.5312468,4.086475622,16.47321169,10.67403156,5.065098573,1.373697519,2.405469976,1.451953279,1.504586735,1.480556915,1.532546924,39.2,70.9,73.1,55.6,76.9,82.4,72.0,94.7,7.8,,,,
2007,54100.0,82.86214989,35.95548941,66.28999461,80.49052898,56.105774,74.221077,85.274979,73.36033036,53.81955571,,16.19348248,21.63427637,80.62475424,33684.0,0.6,0.6,0.6,83.1,77.4,80.3,,8.8833618,8.5649223,8.7249842,,8.342404138,,3.366039953,14.6753397,41.84495926,27.68987083,Austria,10.89999962,46.1463,11.76546334,9.14243656,4.330561923,16.48718723,10.81316027,4.561274627,1.281036358,2.001461615,1.475808851,1.227583982,1.341386461,1.264224654,41.2,70.7,74.1,57.0,76.1,83.4,72.3,95.0,8.4,,,,
2008,55009.0,83.38678628,38.79147326,67.72720118,81.01907529,55.389305,75.710861,85.311211,74.33986792,54.44871424,,15.86555579,20.91732027,80.42455504,33995.0,0.6,0.6,0.6,83.3,77.7,80.6,,8.8878508,8.9745903,8.9309807,,8.172856271,,3.319584934,12.73130798,38.14666367,24.92169952,Austria,14.0,54.4969,11.52171862,11.49944335,4.506584465,15.83376521,10.49322336,4.178645151,0.95945379,1.279890818,1.009256331,1.027497463,1.019127189,1.166079666,37.9,68.6,71.6,53.1,73.2,83.4,70.0,94.2,8.9,,,,
2009,55945.0,82.86964377,39.42328242,68.36941878,79.77521076,54.014412,75.334251,85.076073,74.04109473,53.14884369,,16.0218085,19.35596592,80.25523531,33903.0,0.7,0.6,0.7,83.2,77.6,80.5,,9.1880589,9.5135365,9.3495245,,7.59447837,,3.360623879,12.86523628,38.41245651,25.16393852,Austria,15.39999962,57.8027,10.52091549,8.713738483,3.893127936,14.62171141,9.49737759,3.772372092,1.132481633,1.162794201,1.096476486,1.230413576,1.168148276,1.353080434,41.7,68.2,72.0,55.1,72.9,83.1,70.0,93.3,8.7,,,,
2010,55693.0,83.32040184,41.19173236,69.25304125,80.10500977,54.844025,75.857109,84.857811,74.64602064,52.75463383,,16.4701128,19.18886268,79.8724343,33591.0,0.6,0.4,0.5,83.5,77.8,80.7,,9.2489119,9.9896851,9.6174564,,6.609477919,,3.385267896,12.02283478,37.78465652,24.4961586,Austria,14.39999962,63.7002,9.748120546,10.64698734,3.967983169,13.63139416,9.001209246,3.598760503,1.163583021,1.365290739,1.049716214,1.418313891,1.246747579,1.612900362,38.4,67.2,71.9,50.4,74.0,82.8,69.5,93.6,9.3,,,,
2011,55086.0,84.1113154,39.94410709,69.49860795,80.06164373,55.126537,75.619888,85.419113,74.74498314,53.9014845,,16.07630058,18.55055412,79.54887793,33369.0,0.4,0.6,0.5,83.8,78.3,81.1,,8.4077911,8.4689331,8.4380751,,6.244653836,,3.343464999,12.89919949,37.1267128,24.65208435,Austria,14.39999962,71.9837,9.656806016,8.259425536,3.577512231,13.46930372,8.716316578,2.858667662,1.10173964,1.998419797,1.134471983,1.288010762,1.216148737,1.278954134,39.1,66.8,70.8,53.1,72.0,82.2,68.7,92.0,9.5,,,,
2012,55399.0,84.32589646,41.6202445,70.10665894,80.27161078,54.681053,75.85466,86.004967,75.15466925,53.67214159,,16.07272668,18.18505684,79.49816184,33682.0,0.4,0.4,0.4,83.6,78.4,81.1,,8.2920713,8.5004158,8.3957586,,6.315323007,,3.354148297,11.78352451,36.20366287,23.69065094,Austria,14.0,77.4086,9.275908994,7.176553065,3.83774895,12.88804068,8.522894719,3.542985213,1.127732385,1.79401428,1.147575316,1.304399772,1.230820094,1.370640314,42.7,68.4,71.7,54.4,72.8,82.8,70.0,94.0,9.0,,,,
2013,55425.0,83.99258577,43.75381538,70.44582303,80.15521704,54.057014,76.202034,85.748413,75.27016597,53.09016212,,15.85363805,18.05321141,79.10188523,33017.0,0.4,0.4,0.4,83.8,78.6,81.3,,8.5689201,8.9938231,8.7804279,,5.383430393,,3.31210208,11.76276016,33.34758759,22.32725143,Austria,14.0,79.7862,8.219423665,7.19334987,3.142234789,11.76092428,7.596390116,2.952747485,1.248261105,1.792362177,1.239921793,1.416920959,1.333637584,1.435764282,42.2,66.7,70.5,52.9,71.6,80.0,68.6,92.3,9.1,,,,
2014,55629.0,83.43086818,45.0991434,70.47445208,79.6270645,53.03339,75.902626,85.321945,75.02745905,52.06215949,,15.88698869,17.72888425,79.1137854,33032.0,0.4,0.5,0.4,84.0,79.1,81.6,,9.824625,9.7428131,9.7838001,,5.054193888,,3.3270367,11.85194588,34.24853516,22.84497452,Austria,14.89999962,79.3764,7.945505508,4.759052839,3.253377834,11.16951151,7.320278275,2.764088706,1.520185182,1.92917683,1.413762119,1.67694125,1.552864666,1.391822717,44.5,67.2,71.9,51.4,70.6,83.1,69.5,91.0,8.9,,,,
2015,56035.0,83.45849285,46.28040824,70.82754517,79.52029333,52.858994,75.731094,85.35099,75.15890024,51.34822157,,15.86110616,17.04325299,78.96939738,32689.0,0.7,0.5,0.6,83.7,78.8,81.3,,7.4803042,10.496183,8.9864054,,5.57954722,,3.318388631,11.1950388,33.16143417,22.0417614,Austria,13.39999962,80.9113,7.748625232,3.990740763,3.134143043,10.89771915,7.129294473,2.411361945,1.577819957,2.491451847,1.391212844,1.976715986,1.701069638,1.675186162,42.9,67.9,71.8,49.6,72.3,82.0,69.8,93.6,8.8,,,,
2016,56565.0,83.573266,49.1715623,71.40175126,80.09916334,53.937981,75.909683,86.212219,75.74353767,51.00337818,,15.43069098,15.67089964,79.10371338,33114.0,0.5,0.4,0.5,84.1,79.3,81.8,,9.4458065,9.9402189,9.6967039,,4.965248433,,3.271053069,10.66103554,30.77871895,20.61805534,Austria,12.80000019,85.0929,7.338534772,3.953219495,3.037357097,10.29444407,6.773928194,2.417571993,1.842295445,2.654287634,1.666798185,2.244570053,1.973148301,2.035795308,44.6,68.5,72.0,53.1,71.1,81.9,70.2,93.3,8.1,,,,
2017,56553.0,84.10861941,51.29474735,71.90980522,80.95154232,54.064987,76.641907,86.44706,76.42320617,50.58775247,,15.13706491,15.38215397,78.98595617,33412.0,0.5,0.4,0.5,84.0,79.4,81.7,,7.3178182,10.25172,8.7978764,,4.719096897,,3.218724255,9.865392685,30.71515656,20.23104858,Austria,11.5,88.3804,7.140804208,3.743807812,3.127749399,10.01283523,6.677769983,2.251088327,1.83116985,2.35594188,1.68706126,2.021953605,1.864613188,1.486466875,43.4,68.7,72.0,49.7,71.7,82.9,70.3,91.7,8.0,,,,
2018,56739.0,84.55085963,53.99402855,72.36805961,82.00577378,55.321404,77.626114,86.282066,77.1781047,51.32991038,,14.92668282,14.87669089,79.09480654,33670.0,0.6,0.5,0.6,84.1,79.4,81.8,,8.3722486,10.060407,9.2202759,,4.635996621,,3.196952907,9.487649918,30.08663559,19.7573719,Austria,11.30000019,87.6856,7.039538717,5.451881555,3.249747109,9.700175737,6.587791623,2.461400474,1.331945215,1.948711253,1.354861219,1.481685182,1.422220492,1.301099972,45.9,70.3,73.2,54.3,71.8,83.4,71.7,90.6,8.1,,,,
2019,57182.0,85.31340404,54.46455486,73.02321515,82.29436686,55.563885,78.067055,86.463249,77.65424095,51.60046365,,14.74464109,14.01174081,79.18872095,34091.0,0.5,0.5,0.5,84.2,79.7,82.0,,8.2384167,9.6341047,8.9372196,,4.695908859,,3.170671833,9.824717522,27.91267776,18.85546303,Austria,10.69999981,89.3345,6.421356376,4.25369616,2.812333858,9.242490885,6.136122593,2.464506204,0.994111026,1.560898794,1.045451839,1.231470456,1.144135581,1.52616477,44.9,70.5,72.0,53.8,70.5,84.2,71.2,92.7,7.8,,,,
2020,57272.0,83.88965257,54.72767156,72.10006778,80.81384008,53.948326,76.374619,86.016808,76.45661809,50.24720366,,14.67434242,12.38153967,78.58375671,32955.0,0.5,0.4,0.4,83.6,78.9,81.3,,9.32,10.88,10.09,,3.864706511,,3.170655983,9.556460381,27.11691475,18.37274933,Austria,9.399999619,89.2893,5.484305222,3.028529877,2.356292014,8.117890049,5.32835118,1.84377115,1.210865248,1.953039347,1.165700641,1.48501095,1.334657703,1.230324276,48.9,73.3,74.8,56.5,73.1,86.1,74.0,94.0,7.5,,,,
2021,58189.0,83.8124539,55.41560148,72.18860202,80.65971983,54.440353,75.872192,86.185944,76.42846564,50.15070311,,,,78.95155676,34062.0,,,,83.8,78.8,81.3,,8.8915663,10.378982,9.6354876,,4.052542444,,,,,,Austria,10.10000038,91.009,4.845328292,4.128944535,2.310576071,6.717339133,4.594231728,1.751846499,1.838403358,2.730946637,1.845172686,2.091606638,1.975793052,1.706259899,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,4.120758723,,,,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,
2004,56196.0,77.25042641,29.98083128,58.72606084,76.48587084,48.780857,73.063675,83.871811,67.67711458,27.79278227,,6.298740252,11.83206107,81.74468959,29690.0,,,,81.9,76.0,79.0,,11.45895,10.623669,11.034863,,11.17692329,,2.464242424,,,,Belgium,18.20000076,,4.742883008,35.29876333,1.873464549,6.851261634,4.603508781,1.456071158,4.09466438,2.910533002,4.711423814,3.69140174,4.137538699,5.476784779,48.3,70.8,76.3,59.5,79.5,86.0,73.5,93.9,8.7,,,,
2005,55662.0,78.30731709,31.80547854,60.18675087,77.02785727,48.973824,73.987434,84.186348,68.64556518,27.49405817,,6.699330067,11.51109251,81.54019865,29801.0,,,,81.9,76.2,79.1,,12.817164,11.916217,12.36039,,10.82726426,,2.488888889,,,,Belgium,17.10000038,40.5604,4.603631782,1.641537195,2.103133629,6.401899109,4.436128507,1.356140128,4.33283811,3.334908588,5.039611832,3.883619816,4.39541879,5.84113955,47.0,70.3,76.2,61.3,78.2,85.1,73.1,92.5,8.2,,,,
2006,56040.0,78.36381024,31.99275099,60.48135288,76.44272795,48.991562,73.192039,83.597969,68.49614665,27.57864229,70.45393393,6.299370063,10.25326797,81.5361553,30279.0,,,,82.3,76.6,79.5,6.463858368,12.348563,11.666262,12.002896,23.55934999,10.52192756,92.78878128,2.428985507,,,,Belgium,16.5,48.0499,4.43606175,3.881068864,1.845626592,6.487676522,4.341526807,1.554017634,4.095844505,3.954075989,4.917718613,3.712161593,4.248515413,5.806733013,50.2,70.9,77.8,63.7,78.5,84.9,74.3,93.4,8.4,,,,
2007,55936.0,79.69237906,34.36511727,62.0714369,77.47426853,49.787991,74.18573,84.898537,69.80533559,27.48545199,66.84473852,5.600560056,9.873617694,81.90297411,30773.0,,,,82.6,77.1,79.9,7.802505947,11.023491,9.6255693,10.315528,27.21471616,10.33583529,91.72281583,2.332042059,,,,Belgium,15.30000019,56.3886,4.640105788,9.564081555,2.153199136,6.735368048,4.606470329,2.215033095,3.613338774,3.402962076,4.358854198,3.30672991,3.777834959,5.593773955,50.3,71.0,77.2,63.9,77.9,84.7,74.0,92.7,8.3,,,,
2008,56178.0,80.4613305,34.51257489,63.10299871,77.3636568,49.431824,74.738068,84.71759,70.26333483,27.39984227,63.58246977,3.999880004,8.915753683,81.48706452,31216.0,,,,82.6,76.9,79.8,7.66964904,10.547594,9.0019855,9.7652206,27.33694649,9.187328312,91.9064867,2.25170068,,,,Belgium,21.39999962,60.3155,4.425762129,4.876622033,2.342364273,6.028378414,4.292472542,1.869450766,3.135907842,3.483533135,3.670931213,3.06139795,3.335855338,4.922554913,49.8,71.3,76.6,62.5,78.8,84.9,73.9,93.1,8.2,,,,
2009,56961.0,79.76919129,35.25331385,63.29491911,76.16598072,47.964371,74.008049,84.222946,69.75562125,25.32354698,,3.7,7.480461481,81.60396325,31280.0,,,,82.8,77.4,80.2,,11.84781,9.9285192,10.87694,,8.890476031,,2.300257069,,,,Belgium,21.10000038,63.3982,4.333356,2.510142837,2.266315633,6.032222363,4.242503175,1.7215024,3.253899252,3.663565943,3.656067069,3.399969295,3.51590056,5.714700687,48.0,70.9,76.2,59.8,79.2,84.7,73.5,94.1,8.7,,,,
2010,56697.0,80.00920606,37.3378374,63.95778989,76.53067789,48.907856,74.490921,83.986328,70.26618094,25.22791462,67.49553244,4.3,7.04379562,80.58804348,30821.0,,,,83.0,77.5,80.3,6.90924665,12.95227,11.158098,12.043845,28.28113858,7.841397134,92.60487921,2.378749365,,,,Belgium,20.79999924,69.9525,4.620009646,3.687694799,2.29047313,6.419267302,4.448236842,1.626733364,3.82837345,3.687846195,4.090154875,4.058497447,4.072924638,6.752864087,47.3,70.8,75.4,58.7,78.6,84.5,73.0,93.6,9.1,,,,
2011,57278.0,79.34632214,38.70609047,63.90430504,76.01219353,47.724239,74.001999,84.19278,69.97886397,25.99094882,63.63636491,5.4,5.838108883,80.06834089,30517.0,,,,83.3,78.0,80.7,6.298752533,11.504891,12.016307,11.763714,26.26928869,8.035897554,93.61084413,2.447236181,,,,Belgium,20.89999962,74.0032,4.583566518,3.817024551,2.119282249,6.555850463,4.433156446,1.619901157,3.260318278,3.004392185,3.588616388,3.378928747,3.474433039,6.010017647,48.1,71.6,75.5,57.0,78.1,85.5,73.5,93.0,9.6,,,,
2012,57741.0,79.25925959,39.49267959,64.35440881,75.70880184,47.566116,73.492508,84.561577,70.04994292,25.26182061,65.98461813,6.0,6.411149826,79.50190091,30586.0,,,,83.1,77.8,80.5,7.26694117,13.185835,13.003545,13.093611,25.10436258,7.453908796,92.44010211,2.473369836,,,,Belgium,22.10000038,74.6965,4.416607428,8.271207378,2.284831921,6.374211,4.407578996,1.664945326,3.151744848,3.2836647,3.206492109,3.554966294,3.396332315,5.78845403,50.5,72.2,76.9,60.8,77.5,85.8,74.5,93.8,8.8,,,,
2013,58313.0,79.03626442,41.71938264,64.98081611,75.62983044,47.82542,73.590157,84.14119,70.32076931,23.64369981,62.82444595,4.60013204,5.912863071,79.34003209,30552.0,,,,83.2,78.1,80.7,9.051990329,12.640497,13.392085,13.021009,31.60547839,6.844871032,90.62439191,2.458760371,,,,Belgium,21.0,78.6488,4.714870386,1.673732536,2.436943981,6.602543146,4.571901187,1.700479443,3.570953433,3.785726473,3.731616817,4.064498496,3.911728036,7.299887185,51.5,71.8,77.0,60.0,78.4,84.3,74.3,93.2,8.6,,,,
2014,58637.0,79.11744085,42.65124553,65.86425254,75.11493313,47.473766,72.793587,84.744164,70.50115296,23.18055634,72.11693917,3.4,3.298900367,79.86321319,30619.0,,,,83.9,78.8,81.4,5.642133739,12.644833,12.311818,12.476074,26.4339526,6.663184519,94.30559907,2.332432432,,,,Belgium,20.20000076,81.4769,4.8323989,3.477597577,2.645843368,6.716931148,4.726747418,1.88560275,3.984848746,3.850972068,3.778736887,4.73650625,4.293340186,7.997427328,51.8,72.8,77.3,58.4,78.7,85.9,75.0,93.3,9.2,,,,
2015,58240.0,78.53257517,44.01994932,65.95148144,74.59233309,46.631485,72.179436,84.585976,70.28240351,23.36239305,69.62822969,4.6,4.672,79.76056949,30684.0,,,,83.4,78.7,81.1,11.46346814,10.296914,10.409751,10.354136,28.80359669,6.781004005,88.40024463,2.355969818,,,,Belgium,20.5,79.2224,4.351155679,7.308071631,2.435021267,6.129597121,4.308947831,2.006495697,4.099417373,4.276999171,3.962675747,4.834301292,4.430381718,7.901177957,52.6,71.5,77.9,57.4,77.3,85.3,74.6,93.7,9.4,,,,
2016,58365.0,79.0792732,45.41906091,65.99096766,75.85498815,46.364117,72.983177,85.194183,70.9331599,22.73150155,70.48313274,4.1,3.701298701,79.90744127,31012.0,,,,84.0,79.0,81.5,7.075412052,9.3753386,9.6692171,9.5244951,28.51911881,5.923376091,92.52792473,2.409762651,,,,Belgium,21.5,82.4122,4.33913705,8.064516129,2.435077911,6.169175796,4.343068566,2.341247717,3.797448032,4.362382324,3.862567394,4.250901937,4.071290073,6.30239584,52.9,71.2,76.6,59.3,76.6,82.9,73.9,93.7,9.2,,,,
